0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47
25.081	35.251	36.294	16.465	26.343	35.667	19.949	23.567	46.214	36.309	50.987	9.39	26.459	9.701	23.138	6.781	51.185	8.57	41.724	56.402	9.783	25.685	21.123	40.148	10.33	21.263	31.152	35.671	0.0	26.006	27.454	41.752	42.37	25.658	23.997	13.977	13.558	14.47	8.956	28.269	33.055	51.044	17.601	10.014	23.257	26.235	59.554	21.354
7.788	54.037	71.352	61.179	9.656	54.453	22.645	16.339	29.213	60.931	69.773	23.572	56.564	23.883	14.703	33.669	69.971	35.458	60.51	32.829	27.591	65.06	39.911	58.934	37.217	54.735	49.938	54.457	26.886	0.0	46.24	60.538	61.157	67.166	64.688	14.984	32.345	41.929	27.55	15.957	51.841	69.83	57.714	20.842	42.043	45.021	78.34	71.764
44.205	25.31	34.123	38.604	45.466	6.324	49.403	42.691	65.338	38.697	21.52	28.514	66.49	28.825	42.262	27.208	28.675	34.778	19.215	75.526	31.312	27.83	17.817	10.681	26.808	64.66	4.87	9.286	26.207	44.56	0.0	19.242	17.868	45.287	40.47	32.675	16.581	22.063	22.715	53.422	10.524	21.577	42.244	31.169	12.211	9.236	37.023	35.524
59.31	33.514	49.247	53.727	60.572	10.072	64.509	57.797	80.443	53.821	12.112	43.62	95.9	43.931	57.367	42.313	13.372	49.884	0.942	90.631	46.417	42.954	32.942	24.397	41.931	94.071	20.053	10.967	41.313	59.665	19.769	0.0	2.579	60.411	80.459	47.781	31.686	37.187	37.82	68.527	13.182	12.17	57.349	46.274	27.319	24.36	43.804	50.647
56.325	30.529	46.262	50.742	57.587	8.419	61.524	54.812	77.458	50.836	11.792	40.635	92.915	40.946	54.382	39.328	15.149	46.899	2.154	87.646	43.432	39.969	29.957	21.412	38.946	91.086	17.068	9.314	38.328	56.68	16.784	2.181	0.0	57.426	77.474	44.796	28.701	34.202	34.835	65.542	9.091	11.849	54.364	43.289	24.334	21.375	40.819	47.662
56.119	79.084	46.99	17.986	54.192	59.724	43.196	50.324	54.693	30.403	63.782	36.147	32.23	36.458	51.474	22.711	83.704	21.149	74.244	82.815	36.354	20.579	48.282	52.943	19.553	30.401	59.502	57.322	28.648	72.3	44.917	74.271	68.219	0.0	5.442	40.734	38.611	22.877	34.701	54.059	65.553	63.839	21.792	36.585	46.445	37.332	61.455	13.751
51.068	51.844	43.595	13.434	49.141	65.314	38.145	45.773	51.426	29.815	69.373	31.595	27.179	31.907	46.423	18.16	89.295	16.597	79.834	77.764	31.802	19.991	37.713	58.534	15.001	25.35	65.093	62.913	24.096	67.249	41.522	79.862	73.81	3.538	0.0	36.182	30.147	19.482	30.149	49.008	71.144	69.43	17.24	32.033	39.85	33.936	67.046	8.232
12.381	39.087	56.402	28.549	17.823	39.503	21.76	5.878	37.71	46.128	54.823	8.766	40.412	9.077	14.618	18.865	55.02	20.654	45.56	47.898	12.784	35.504	24.959	43.984	22.414	36.758	34.987	39.506	12.083	15.389	31.29	45.587	46.206	37.742	36.081	0.0	17.349	27.125	12.747	25.794	36.891	54.88	29.685	14.034	27.093	30.07	63.39	33.437
29.235	24.784	31.227	26.133	30.497	25.2	34.434	27.722	50.368	35.494	40.52	12.356	36.128	12.667	27.292	12.234	40.718	19.601	31.257	60.556	16.343	24.87	10.157	29.681	17.009	38.076	20.685	25.204	11.238	29.59	16.987	31.285	31.904	32.337	30.676	17.701	0.0	16.492	7.744	38.452	22.588	40.577	27.27	16.2	12.79	15.768	49.087	28.032
40.597	37.318	24.749	18.003	41.859	30.111	33.784	39.084	61.73	21.414	34.004	24.907	45.889	25.218	38.654	9.837	45.628	15.992	36.168	71.918	23.618	10.79	26.073	23.165	6.207	44.06	25.595	30.114	18.076	40.952	22.708	36.195	36.814	24.687	19.87	29.064	16.402	0.0	19.076	42.104	27.499	34.062	21.81	23.849	24.235	15.122	23.495	14.923
25.552	28.811	46.126	24.02	26.814	29.227	30.751	24.039	46.685	35.878	44.547	8.668	38.046	8.979	23.609	10.901	44.745	16.126	35.284	56.873	12.66	25.254	14.671	33.708	15.676	34.392	24.712	29.231	7.53	26.043	21.014	35.312	35.931	31.004	29.343	14.013	7.099	16.875	0.0	34.769	26.615	44.604	25.157	12.517	16.817	19.795	53.114	26.7
13.51	64.02	81.335	47.781	7.632	64.436	10.581	27.304	9.061	77.657	79.756	32.071	25.526	32.382	11.864	33.524	79.954	51.877	70.493	20.423	22.19	67.833	49.894	68.917	65.136	41.338	59.921	64.44	26.735	19.134	56.223	70.521	71.14	53.769	51.291	26.652	42.328	70.132	37.63	0.0	61.824	79.813	44.317	19.983	52.026	55.004	106.928	58.367
49.905	24.102	39.939	44.388	51.167	5.389	55.104	48.392	71.038	44.481	25.824	34.215	86.488	34.526	47.962	32.909	21.013	40.479	11.553	81.226	37.013	33.615	23.537	14.985	32.592	84.659	10.641	6.762	31.908	50.26	10.357	11.58	10.353	67.914	71.047	38.376	22.282	27.848	28.415	59.122	0.0	25.881	47.944	36.87	17.915	15.02	34.392	41.308
68.488	40.986	38.391	51.088	69.75	21.625	73.687	66.975	89.621	51.181	0.315	52.798	84.94	53.109	66.545	38.144	12.547	59.062	13.914	99.81	55.596	40.315	42.12	11.674	39.292	83.111	21.404	19.223	50.491	68.844	28.94	13.941	12.396	66.367	69.499	56.959	40.865	34.548	46.999	77.705	27.454	0.0	86.09	55.453	36.498	24.3	32.844	69.927
31.361	50.209	46.569	5.515	29.433	82.168	18.438	38.86	32.117	35.591	86.226	24.322	9.373	24.633	26.715	16.524	66.143	8.865	56.683	71.614	18.044	25.767	36.077	75.387	17.975	4.176	81.947	79.766	17.787	42.247	42.412	56.71	90.664	20.964	28.262	38.208	28.512	22.456	24.852	29.301	48.014	86.284	0.0	21.639	38.215	36.91	83.899	16.675
23.485	39.419	56.734	25.584	11.552	39.835	11.972	21.972	44.618	42.048	55.155	7.476	30.625	7.787	8.667	15.901	55.353	17.689	45.892	54.807	5.62	31.424	25.293	44.316	19.449	26.971	35.32	39.839	9.112	25.359	31.622	45.92	46.539	34.777	33.116	13.461	17.727	23.045	13.032	20.292	37.223	55.212	22.054	0.0	27.425	30.403	63.722	30.473
43.319	10.17	37.743	40.222	44.581	22.642	48.518	41.806	64.453	42.316	39.45	27.629	55.814	27.94	41.376	26.323	33.704	33.893	24.244	74.641	30.427	31.45	16.951	28.611	30.427	52.16	13.671	24.134	25.322	43.675	10.756	24.271	27.374	48.907	44.765	31.79	15.696	25.683	21.83	52.536	20.03	39.507	41.359	30.284	0.0	8.746	48.017	39.143
42.418	23.52	28.449	32.93	43.68	12.501	47.617	40.905	63.551	33.023	23.003	26.728	60.815	27.039	40.475	25.422	33.944	32.992	24.484	73.739	29.526	22.156	16.05	12.164	21.133	58.986	9.869	18.409	24.421	42.773	4.997	24.511	25.13	39.613	34.796	30.889	14.795	16.389	20.929	51.635	15.794	23.061	36.736	29.383	10.428	0.0	27.195	29.849
77.094	49.592	6.69	41.017	78.356	30.231	82.293	75.581	98.227	24.48	34.289	61.404	84.623	61.715	75.151	32.851	54.211	39.005	44.751	108.415	64.202	16.808	50.726	23.45	29.221	82.794	30.01	27.829	59.097	77.449	37.546	44.778	38.726	66.049	69.182	65.565	49.471	22.664	55.605	86.311	36.06	34.346	85.773	64.059	45.104	26.234	0.0	37.937
43.843	48.402	39.072	9.979	45.105	69.804	31.709	42.33	55.916	24.202	73.863	28.153	22.644	28.464	41.9	14.717	59.919	13.142	50.459	82.254	28.36	14.378	34.27	63.024	11.559	29.84	39.886	67.403	20.654	44.769	36.999	50.486	51.105	8.274	6.613	32.739	26.705	14.959	26.707	42.572	41.79	73.92	13.785	28.591	36.408	29.413	71.535	0.0
