lat	long	ocorrencias
-22.90356372	-43.19139719	SEG SOL  JOVEM DE  12 ANOS DESORIENTADA PEDIU ABRIGO EM RESIDENCIA DE IDOSOS // APOS ALGUM TEMPO ESTA NO LOCAL JOVEM  RAPAZ SE DIZENDO MARIDO DA MENOR QUERENDO LEVA-LA DO LOCAL // MORADORES ESTAO APREENSIVOS QUANTO O FATO. E MENOR INF QUE A MAE E ALCOOLATRA E ESTA NAS RUAS.// SOL AGUARDA A VTR 
-22.88534894	-43.32460598	SEG SOL ESTUPRADA E  ESFAQUEADA PELO EX MARIDO. SEU DEDO ESTA CORTADO. ONDE O MESMO INVADIU SUA CASA // JA HA R.O. NA DP // SOL INFO QUE ELE É FORAGIDO DA PF // ELE É USUARIO DE ENTORPECENTE // O MESMO ESTA AGORA DEBOCHANDO QUE A POLICIA NAO CHEGA // 
-22.91224357	-43.18107007	SEG SOL. APROX. DEZ INDVS USUÁRIOS DE ENTORPECENTES ARMADOS COM ARMA BRANCA (FACA) E PEDAÇOS DE VIDROS. OS MESMOS ATACARAM UM HOMEM JAPONÊS QUE FOI AGREDIDO E ESTÃO ATACANDO TRANSEUNTES QUE PASSAM PELO LOCAL//INDVS AMBOS NEGROS//ROUBANDO TRANSEUNTES 
-22.85300349	-43.3444773	SEG SD AVISTARAM QUATRO INDVS QUE ESTAVAM EM MOTOS  PORTANDO ARMA DE FOGO DE GROSSO CALIBRE( FUZIL)  FORAM ABORDADOS NA VIA  E NAO OBEDECERAM A ORDEM DE PARAR . ONDE DOIS  FORAM ATINGIDOS POR PAF'S E SOCORRIDOS COM VIDA PARA UPA ROCHA MIRANDA E DOIS SE EVADIRAM DO LOCAL // SEM MAIS 
-22.95336835	-43.1897858	SEG SOL. APROX. 20 VINTE INDVS ESTÃO FORÇANDO A ENTRADA NA ESTAÇÃO DE METRÔ DE BOTAFOGO QUE ESTÁ FECHADA. OS MESMOS ESTÃO EM DESENTENDIMENTO COM OS FUNCIONÁRIOS E AFIRMAM QUE VÃO EMBARCAR DE QUALQUER JEITO //UM INDV É MORENO. CARECA. ESTÁ SEM CAMISA E USA UMA BERMUDA AZUL 
-22.87721117	-43.10853744	"SOL INF TER TIDO  SEU AUTO NISSAN VERSA .COR PRATA .  PLACA BAR 3493. DINHEIRO E CELULAR.  ROUBADO  QUANDO SOL DEIXAVA PASSAGEIRO. POR MELIANTES QUE ESTAVAM NUM SIENA COR PRETO. PLACA  LLD 3598  QUE FICOU ABANDONADO. .  OUTROS MELIANTES NO SIENA VERMELHA //

SOL PEDE AJUDA A VTR  POIS ENCONTRA SEM MEIOS PARA IR A D.;P // "
-22.8666054	-43.47040412	SEG SOL. INDV INVADIU A PENSÃO E FURTOU UMA TV DE 14 POLEGADAS //SOL INFORMA QUE A PENSÃO ESTA FECHADA//SOL INF QUE ESTA INDO EM DIREÇÃO A ESTAÇÃO CARREGANDO A TV NA MÃO// NEGRO ALTO/BONE AZUL//BERMUDA  BRANCA COM DETALHES VERMELHO //BLUSA COR ESCURA//TV NA DE 14 POLEGAS SEGUINDO A ESTAÇÃO DE BANGU 
-22.73025992	-42.72070972	SEG SOL FOI AGREDIDA PELO MARIDO QUE É PM DO 31 BPM // SOL SO SOUBE INFO O LOGRADOURO. POIS NAO CONHECE O LOCAL. ONDE ESTA NA CASA DE FAMILIARES DO MESMO.  PARENTES NAO QUEREM  LHE AJUDAR NEM A INFORMAR O ENDEREÇO CORRETO  // SOL PEDE URG. POIS A QUALQUER MOMENTO ELE IRA SAIR DO LOCAL EM PROPRIO AUTO // 
-23.01290827	-43.39181759	SEG SOL. ESTÁ PROX. A UM AUTO SAFIRA TÁXI PL: KVJ 5867 QUE ESTÁ ESTACIONADO. CONFORME SOL TRATA-SE DE AUTO CLONADO. POIS O VEÍCULO ESTÁ COM A MESMA PLACA DO SEU TÁXI E TAMBÉM ATUA COMO TÁXI. SOL AGUARDA A VTR NA FRENTE DO CONDOMINIO BARRA BELA Nº 4700 . A VTR JA ESTEVE NO LOCAL POREM HAVIA MAIS DUAS OCORRENCIAS PENDENTES //  SOL FOI ATE A  DP SEM MAIS 
-23.0009344	-43.36990113	SEG SOL 2 INDVS MORENOS. TENTARAM SEQUESTRAR FILHO DE SEU AMIGO / AMBOS ELEMENTOS ESTAO SEM CAMISA. UM ESTA COM ARMA BRANCA. TRAJANDO BERMUDA AZUL E COM MOCHILA NAS COSTAS // OUTRO ESTANDO COM BERMUDA LARANJA // INDV CHEGOU A ENCOSTAR ARMA BRANCA NA CINTURA DO MENINO // ANTES OS MESMOS ESTAVAM COMERCIALIZANDO ENTORPECENTES. MAS SEGUIRAM RUA EM FRENTE Nº 5750 // SOL TAMBEM ESTA EM FRENTE A REFERIDA NUMERICA // 
-22.71991509	-43.52547045	SEG SOL HÁ UM INDV ARMADO COM UMA PISTOLA EM UMA BRIGA DE BAR ENVOLVENDO CERCA DE 30 INDVS.  // INDV DE NOME RODOLFO. MORENO. CABELO ASA DELTA. MAGRO. APARENTANDO TER CERCA DE 17 ANOS. COM UMA CAMISA BRANCA NO OMBRO. // ANTERIORMENTE OS INDVS SE DISPERSARAM. PORÉM AGORA RETORNARAM E CONTINUAM BRIGANDO.
-22.88697325	-43.12083162	SEG SOL. DOIS INDVS EM UMA MOTO E MAIS UM INDV A PÉ ACABAM DE ROUBAR PERTENCES E DINHEIRO DE UM MOTORISTA DO UBER  E ESTÃO PRATICANDO ROUBO EM SERIE NA LOCALIDADE. PORTANDO ARMA DE FOGO. OS MESMOS SE EVADIRAM EM SENTIDO A BARÃO DE AMAZONAS //INDVS AMBOS NEGROS. UM DELES USA CABELO DESCOLORIDO (LOIRO) . UM INDV ESTÁ TRAJANDO CALÇA JEANS E CAMISA DE MALHA  
-22.88090753	-43.09494719	SEG SOL  MULHER SENDO AGREDIDA NA VIA POR INDV QUE  ESTA NO AUTO DE COR MARROM // QUANDO SOL FOI VERIFICAR  O MODELO E ACOR DO AUTO O INDV PERCEBEU E ESTA SANDO DO LOCAL SENTIDO CENTRO DE NITEROI / AUTO ESTA ANDAMENTO / CASAL DE NEGROS.  ELA TRAJANDO ROUPA BRANCA// SEM MAIS 
-22.85092035	-43.46115466	"SOL INF QUE SOM ALTO ORIUNDO CAIXA DE SOM DA CASA DO VIZINHO  Fale que a viatura indo ao
local não é garantia de que o
som não volte a incomodar.
• Comente. se possível. que o
atendimento será mais eficaz
se a parte reclamante se
dirigir aos policiais quando
estes chegarem no local para
a mediação do conflito .
RUA NOITIBO "
-22.95716031	-43.17712902	SOLICITANTE INFORMA QUE VEIO EM UMA EXCURSÃO E O HORÁRIO COMBINADO DE VOLTA ERA 03:00 ELES ESTÃO EM DESENTENDIMENTO COM A RESPONSÁVEL (MIRIAM) POR QUE O VEÍCULO NÃO ESTÁ NO LOCAL DE EMBARQUE AINDA E ELES TIVERAM QUE SE DESLOCAR DE OUTRA RUA BEM DISTANTE O LOCAL ESTÁ PERIGOSO E ELA JÁ PRESENCIOU ALGUNS ROUBOS EM SÉRIE. HÁ CRIANÇAS NO LOCAL. 
-22.90328873	-43.121529	01012017 03556 - SOL INF QUE AMIGA FOI SEQUESTRADA E INDVS TENTAM ADENTRAR A SEU APTO // NUMERO DELA ALTA FEMINICHE TEL 61 8364-6301 // 2 INVDS COM ISOPOR EM PUNHO BONE CAMISA BERMUDA //SEM MAIS INFS //BREVIDADE AO LOCAL INDVS NA VIA // SOLICITANTE PEDE RETORNO DE VTR AO LOCAL APTO 403 DA RUA TEOFILO RODRIGUES 31 
-22.8467103	-43.34946426	Seg sol sua motocicleta honda titan mix preta placa KWZ 3235 do Rio de Janeiro ha uma corrente de prender a roda que esta presa na traseira e que ela não sai. foi roubado por dois individuos( magro. rosto fino. cabelo enrolado. 16 anos. moreno. camisa de manga branca. e bermuda jeans// margo negro) em uma motocicleta seguiram em direção a Collho Neto
-22.88916581	-43.58640375	"SOL INF QUE SEU VIZINHA ESTA COM SOM MUITO ALTO Fale que a viatura indo ao
local não é garantia de que o
som não volte a incomodar.
• Comente. se possível. que o
atendimento será mais eficaz
se a parte reclamante se
dirigir aos policiais quando
estes chegarem no local para
a mediação do conflitoRUA UM 22 PILAR CARIOCA  CAMPO GRANDE "
-23.01290827	-43.39181759	SOL INF QUE DUAS SENHORAS (LOIRAS TATUADAS. ALCOOLIZADAS. COM UM INDV DE IDADE MEDIANA DE CAMISA AZUL ESCURA)  ESTÃO QUERENDO AGREDIR SOL COM PEDAÇOS DE VIDRO. SOL ESTÁ TENTANDO IR EMBORA. MAS A SENHORA NÃO DEIXA. SOL ESTÁ NO LOCAL PARA RECEBER A VTR. 
-22.98428272	-43.20119809	SEG SOL RELATA DISPARO DE ALARME EM VIRTUDE DE INDVD SUSPEITO NO INTERIOR DA AGENCIA. SOL RELATA QUE NÃO HÁ SUPERVISÃO NO LOCAL MAS FOI FEITO CTT COM GERENTE PARA PROCEDER ATÉ O LOCAL. EDUARDO - EMPRESA BRADESCO CNPJ 060746948. SOL RELATA QUE NÃO HÁ TELEFONE COM DDD 21.
-22.62333465	-43.17483157	SOL INF QUE HÁ 3 INVIDS (2 APARENTEMENTE MENORES DE IDADE - AMBOS NEGROS. CAMISA VERMELHA E CALÇA JEANS / 1 MAIOR DE IDADE. CAMISA AZUL. BERMUDA "SARUEL" CINZA ) ARMADOS DE .38 VENDENDO ENTORPECENTES NO LOCAL.  /// TRANSF PARA O SAMUR POIS HÁ UMA PESSOA DESMAIADA NO LOCAL. 
-22.96532708	-43.40871178	SEG SOL RELATA QUE FOI AGREDIDA PELO COMPANHEIRO E ESTA RECEOSA DE SAIR POIS TEME QUE O MESMO AINDA ESTEJA PROX AO LOCAL. EM VIRTUDE DE INCOMPATIBILIDADE DE LOCALIZAÇÃO DO ENDEREÇO PELO MAPA SIADE. END CORRETO - ESTRADA DOS BANDEIRANTES - NUMÉRICA 7276 BLOCO 06 APTO 301- CURICICA - RUA DO COSTA AZUL 
-22.90462589	-43.28828371	SEG SOL UM HOMEM PULOU O MURO DO ESTACIONAMENTO. O MESMO VOLTOU ESTA COM A PERNA SANGRANDO E INFORMANDO QUE TINHA ALGUÉM ATRAS DO MESMO. SOL SUSPEITA QUE O MESMO ESTEJA SOBRE EFEITO DE ENTORPECENTE . / INVD  MORENO CAMISA AZUL E BERMUDA  CAQUÊ E SANDÁLIA.
-22.85674119	-43.26868431	SEG SOL SOM ALTO PROVENIENTE DE RESIDÊNCIA DE VIZINHO CAUSANDO INCOMODO A DESCANSO DE MORADORES. EM VIRTUDE DE INCOMPATIBILIDADE DE LOCALIZAÇÃO DE ENDEREÇO PELO SISTEMA SIADE. RELATO DO ENDEREÇO CORRETO. RUA SEBASTIÃO DE CARVALHO 163 - RAMOS. ESQUINA COM O BAR DO SARDINHA 
-22.74476718	-43.43842226	SEG SOL DISPARO DE ALARME ACIONADO POR AÇÃO HUMANA . SUPERVISÃO EMPRESA PROSSEGUE TEMPURIS A CAMINHO DO LOCAL. SEM IMAGEM. EMPRESA TECBAN CNPJ 51427102000390. EM VIRTUDE DE INCOMPATIBILIDADE DE LOCALIZAÇÃO DO ENDEREÇO CORRETO PELO SISTEMA SIADE INFORMO. END ESTRADA DEPUTADO DARCILIO AYRES RAUNHETTI NUMÉRICA 150 . BAIRRO DA VIGA - NOVA IGUAÇU 
-22.78287189	-43.41447015	SEG SOL RELATA QUE SEU IRMÃO ESTA DESCONTROLADO AMEAÇANDO A TODOS . SOL RELATA QUE O MESMO ESTA PORTANDO DUAS FACAS. NUMÉRICA 260. POR INCOMPATIBILIDADE DO MAPA DO SISTEMA SIADE NÃO BINAR A NUMÉRICA CORRETA. // O MESMO FOI AGREDIDO PELO IRMÃO DENTRO DA RESIDÊNCIA. O MESMO SE ENCONTRA COM DUAS FACAS EM MÃOS AMEAÇANDO O SOL. 
-23.00996418	-43.34469258	SEG SOL. ESTÁ PROX. A UM AUTO SAFIRA TÁXI PL: KVJ 5867 QUE ESTÁ ESTACIONADO. CONFORME SOL TRATA-SE DE AUTO CLONADO. POIS O VEÍCULO ESTÁ COM A MESMA PLACA DO SEU TÁXI E TAMBÉM ATUA COMO TÁXI. SOL AGUARDA A VTR NA FRENTE DO CONDOMINIO BARRA BELA Nº 4700 . A VTR JA ESTEVE NO LOCAL POREM HAVIA MAIS DUAS OCORRENCIAS PENDENTES //SOL DIZ QUE JÁ TEM PESSOAS COMEÇANDO A MEXER NO AUTO. SOL FOI ATE A DP SEM MAIS
-22.87693979	-43.41515488	"SOL INF QUE SOM MUITO ALTO ORIUNDO DA CASA DE SEU VIZINHO ESTA PERTURBANDO Fale que a viatura indo ao
local não é garantia de que o
som não volte a incomodar.
• Comente. se possível. que o
atendimento será mais eficaz
se a parte reclamante se
dirigir aos policiais quando
estes chegarem no local para
a mediação do conflito .
• Caso a perturbação venha de "
-22.89444141	-43.11914921	SOL INF QUE 02 INDVS EM UM AUTO MODELO FIAT PUNTO COR AMARELA  PLACA ( SEM DADOS DA PLACA )ONDE ROUBARAM CELULAR . TODOS OS DOCUMENTOS. DINHEIRO DO SOL// SOL INF QUE AGUARDARÁ NO LOCAL// SOL INF QUE ESTÁ DE CALÇA PRETA. CAMISA AMARELA // SOL INF QUE SEGUIRAM SENTIDO RUA DA CONCEIÇÃO // SEM MAIS INFORMAÇÕES
-22.91831101	-43.53656789	SOL INF QUE FOI AGREDIDA PELO SEU MARIDO DURANTE A MADRUGADA. SOL ESTÁ TENTANDO RETIRAR SUAS COISAS DA CASA PARA SEGUIR ATÉ A CASA DA MÃE. MAS O SOL NÃO ESTÁ DEIXANDO-A. // SOL INF QUE INDIV NÃO ESTÁ ARMADO. // SOL SE ENCONTRA NA CASA DA SOGRA. QUE É NO MESMO TERRENO.
-23.02524517	-43.45897533	SEG SOL 2 INDVS UM DELES BRANCO GORDO. ESTÁ SEM CAMISA E OUTRO INDV É NEGRO. VESTINDO CAMISA PRETA. FURTANDO NESTE MOMENTO UM HONDA CITY E OUTROS 2 FURTANDO UM PEUGEOT VERMELHO.ESTE INDV É NEGRO. CAMISA AZUL E USA BONÉ BRANCO. PLACA IGNORADAS. INFORMA QUE JÁ LEVARAM 10 AUTOS DO LOCAL. 
-22.86575602	-43.44174385	SOL INF QUE MARE 41 PEDIU PARA PROCEDER A REALENGO. PARA IDENTIFICAR UM INDV. CHAMADO DIEGO DA SILVA RAMOS. VÍTIMA DE PAF. NO CONJUNTO VILAGE DA PAVUNA. ONDE O MESMO ESTÁ COM FICHA LIMPA E FOI VITIMA DE ROUBO // SOL INF QUE ESTÁ NO HOSPITAL ALBERT SCHWEITZER // SEM MAIS INFORMAÇÕES
-22.71649574	-43.4262394	SOL INF QUE SEU VIZINHO SOLTOU UM FOGOS DE ARTIFÍCIO E ACERTOU UMA MENINA DE 7 MESES. // SOL INF QUE HÁ UMA CONFUSÃO NO LOCAL E HÁ PESSOAS ARMADAS DE FACA NO LOCAL. // HÁ PESSOAS ALCOOLIZADAS E GRÁVIDAS NO LOCAL // TRASNF PARA O SAMU POIS A MENINA ESTÁ FERIDA. 
-22.83857153	-43.31800622	"SOL INF QUE E/F AO SEU PREDIO NA SUA CALÇADA ESTA COM SOM MUITO ALRO E CONSUMINDO ENTORPECENTES Fale que a viatura indo ao
local não é garantia de que o
som não volte a incomodar.
• Comente. se possível. que o
atendimento será mais eficaz
se a parte reclamante se
dirigir aos policiais quando
estes chegarem no local para
a mediação do conflito ."
-22.83060536	-43.04543696	SEG SOL BAILE FUNK DO TRÁFICO ACONTECENDO DESDE ONTEM NO LOCAL ONDE HÁ INDVS PORTANDO ARMAS DE FOGO E TAMBÉM VÁRIAS RUAS BLOQUEADAS POR BARRICADAS. INCLUSIVE FIXAS.  COLOCADAS PELOS MELIANTES. IMPEDINDO O ACESSO DE MORADORES.  INFORMA AINDA QUE O BAILE OCORRERÁ ATÉ AMANHÃ. 
