,userId,productId,Rating
11562,A38QEATH3NODFM,B00000J3G3,5.0
11676,A2B7BUH8834Y6M,B00000J3II,5.0
11806,ARXU3FESTWMJJ,B00000J3NG,5.0
11814,A2AEZQ3DGBBLPR,B00000J3NG,5.0
11873,A3NHUQ33CFH3VM,B00000J3Q1,4.0
11874,ALUNVOQRXOZIA,B00000J3Q1,5.0
11922,A1GBT4UN2RW7XY,B00000J3Q7,4.0
12058,A14JBDSWKPKTZA,B00000J3UH,5.0
12103,A2V1J3JT5OOZFO,B00000J3UJ,1.0
12270,A3REK3OFONWB1Q,B00000J40W,5.0
12356,A1MJMYLRTZ76ZX,B00000J434,4.0
12516,A2AEZQ3DGBBLPR,B00000J49I,2.0
12624,A3NCIN6TNL0MGA,B00000J4C9,3.0
12665,A1KD8NJPZ01R37,B00000J4CX,1.0
12680,A6FIAB28IS79,B00000J4CY,3.0
12735,A1V3TRGWOMA8LC,B00000J4DV,5.0
12816,A1F1A0QQP2XVH5,B00000J4EY,5.0
12915,A1EH2S92FHWZRP,B00000J4FS,4.0
13209,A2R6RA8FRBS608,B00000J4IX,4.0
13525,A231WM2Z2JL0U3,B00000J570,4.0
13608,A19XMHRB3G4DIR,B00000J6WY,2.0
13651,A2KZOIOFXXMC1H,B00000J6WY,3.0
13664,A11D1KHM7DVOQK,B00000J9Z7,4.0
13744,A149RNR5RH19YY,B00000JBAM,5.0
13826,ARXU3FESTWMJJ,B00000JBAT,2.0
14039,A1RPTVW5VEOSI,B00000JBIA,1.0
14336,A1MJMYLRTZ76ZX,B00000JBUI,4.0
14389,A1IU7S4HCK1XK0,B00000JBVO,4.0
14424,A11D1KHM7DVOQK,B00000JBYW,1.0
14535,A11D1KHM7DVOQK,B00000JCTD,4.0
14865,A3NCIN6TNL0MGA,B00000JD4V,4.0
15043,A14JBDSWKPKTZA,B00000JDF5,5.0
15283,AY6A8KPYCE6B0,B00000JDF5,4.0
15308,A212MDP6K4VJS5,B00000JDF6,5.0
15309,A14JBDSWKPKTZA,B00000JDF6,5.0
15346,A1V3TRGWOMA8LC,B00000JDF6,5.0
15563,A1F9Z42CFF9IAY,B00000JDGO,5.0
15709,A31BD4RXCON7QO,B00000JDHV,5.0
15756,A1435P5AMCPB3X,B00000JDKS,5.0
15769,A1435P5AMCPB3X,B00000JDKT,5.0
15793,A38QEATH3NODFM,B00000JDKT,5.0
15825,A1435P5AMCPB3X,B00000JF4L,5.0
15847,A38QEATH3NODFM,B00000JF4L,5.0
16138,A231WM2Z2JL0U3,B00000JFJA,3.0
16148,A7EJERNB7IK3Z,B00000JFJS,5.0
16220,A2AEZQ3DGBBLPR,B00000JFMK,4.0
16284,A2B7BUH8834Y6M,B00000JFOF,5.0
16294,A2YHXGPCTENZY3,B00000JGLT,1.0
16367,AEL6CQNQXONBX,B00000JGNB,5.0
16376,AWPODHOB4GFWL,B00000JGNB,4.0
16414,ALUNVOQRXOZIA,B00000JHVP,5.0
16422,AEJAGHLC675A7,B00000JHVP,5.0
16528,A3OXHLG6DIBRW8,B00000JHX1,4.0
16564,ALUNVOQRXOZIA,B00000JI2C,1.0
17198,A3OXHLG6DIBRW8,B00000JLSJ,5.0
17254,A1ILWPH1GHUXE2,B00000JMO4,4.0
17357,A3F3B6HY9RJI04,B00000JMUG,5.0
17558,A2IFGGXG3YV3Y6,B00000JSEW,5.0
17710,A1U5NWJOYH2QQH,B00000JSGF,5.0
17720,A231WM2Z2JL0U3,B00000JSGF,4.0
17785,A31BD4RXCON7QO,B00000JX3C,3.0
17956,AT28RL25Q2OLK,B00000JYVW,3.0
18100,A3TAS1AG6FMBQW,B00000K0JC,5.0
18117,A2B7BUH8834Y6M,B00000K0KJ,4.0
18168,A3CW0ZLUO5X2B1,B00000K135,5.0
18358,A22CW0ZHY3NJH8,B00000K135,5.0
18439,A2HRHF83I3NDGT,B00000K135,5.0
18503,AZAC8O310IK4E,B00000K13A,5.0
18509,A3TAS1AG6FMBQW,B00000K13A,5.0
18603,A1VQHH85U7PX0,B00000K13I,5.0
18763,A2B7BUH8834Y6M,B00000K1SF,1.0
19486,A1RPTVW5VEOSI,B00000K3RI,3.0
19506,A1RPTVW5VEOSI,B00000K3RO,4.0
19641,A2V7EO331SFUF6,B00000K4KH,5.0
19689,A3977M5S0GIG5H,B00000K4KH,5.0
19717,A1F1A0QQP2XVH5,B00000K4KH,5.0
19752,A231WM2Z2JL0U3,B00000K4KH,5.0
19802,A2B7BUH8834Y6M,B00000K4KU,5.0
20019,A2QI2NTDTMK2FV,B00001O2ZT,5.0
20196,A149RNR5RH19YY,B00001OPJ1,4.0
20307,A3EXWV8FNSSFL6,B00001OPJZ,5.0
20380,A2AEZQ3DGBBLPR,B00001OPK2,5.0
20435,A231WM2Z2JL0U3,B00001OPK8,4.0
20615,A3W4D8XOGLWUN5,B00001OWYM,4.0
20815,A11D1KHM7DVOQK,B00001P3XM,4.0
20908,A1VQHH85U7PX0,B00001P4WE,5.0
20964,A6FIAB28IS79,B00001P4X5,3.0
21023,A3LWC833HQIG7J,B00001P4XA,5.0
21046,A38RMU1Y5TDP9,B00001P4XA,5.0
21312,A33775AIB1A664,B00001P4XA,4.0
21317,ARXU3FESTWMJJ,B00001P4XA,3.0
21356,A3PGVJF37JSHFO,B00001P4XA,2.0
21401,A18HE80910BTZI,B00001P4XA,5.0
21415,A3J8A5L5AF5TX9,B00001P4XA,4.0
21428,A2WJ5XSE4I9F55,B00001P4XA,3.0
21608,ANRS196NKFVUU,B00001P4XH,4.0
21762,A3ER6ARJ23CIN8,B00001P4XH,4.0
21881,A1KY5G5FP31F2F,B00001P4XH,4.0
22222,A3LWC833HQIG7J,B00001P4ZH,5.0
22492,A54S9CIUV5VNB,B00001P4ZH,4.0
22823,A1XE3M22N91451,B00001P4ZH,4.0
22945,A2WB7LZ595CR50,B00001P4ZH,4.0
23272,A149RNR5RH19YY,B00001P4ZH,5.0
23574,A32LX4XJ2LU740,B00001P4ZH,5.0
23609,A1J75JJ0Q2OEJN,B00001P4ZH,5.0
23651,A3J8A5L5AF5TX9,B00001P4ZH,4.0
23741,A6FIAB28IS79,B00001P4ZH,3.0
23783,A2RWHTNM5P3I8Y,B00001P4ZH,5.0
23876,A3077MQTAKOVFZ,B00001P4ZH,5.0
24638,A32LX4XJ2LU740,B00001P505,5.0
24872,A1MJMYLRTZ76ZX,B00001QEMF,5.0
24927,A2V0I904FH7ABY,B00001QEMF,5.0
24945,A1RPTVW5VEOSI,B00001QHP5,5.0
25096,A1QVFHPY8418HC,B00001RMD8,5.0
25133,A12DQZKRKTNF5E,B00001RMDL,4.0
25456,A11D1KHM7DVOQK,B00001W0D4,4.0
25611,A2RWHTNM5P3I8Y,B00001W0DD,4.0
25639,A2JP9E1H0SF392,B00001W0DF,5.0
25649,A2U3OEIK1CUPIK,B00001W0DG,4.0
25828,A3N0P5AAMP6XD2,B00001W0DH,4.0
26034,A1CM4HI4S5P0WO,B00001W0DI,5.0
26090,A3775OP5VTX5ON,B00001W0DI,5.0
26113,A1KD8NJPZ01R37,B00001W0DI,4.0
26206,A1KDUQ2HU0WD68,B00001W0DI,5.0
26256,A6FIAB28IS79,B00001W0DI,5.0
27136,A1U5IJHJK84S54,B00001WRSJ,5.0
27234,A1B4MIXYVIKMU2,B00001WRSJ,5.0
27244,A2BMZRO0H7TFCS,B00001WRSJ,3.0
27591,A34LQ791ACZ0JC,B00001WRSJ,5.0
27842,A1ZM846Y7AUYD,B00001WRSJ,5.0
28017,A1U4GOVZWL8ZTL,B00001WRSJ,4.0
28272,A1F9Z42CFF9IAY,B00001WRSJ,2.0
28567,ARXU3FESTWMJJ,B00001YVFJ,3.0
28594,A231WM2Z2JL0U3,B00001YVG4,5.0
28676,A1QVFHPY8418HC,B00001ZSSU,5.0
28743,A2R6RA8FRBS608,B00001ZT4H,4.0
28909,A1RPTVW5VEOSI,B00001ZUNQ,4.0
28951,A2B7BUH8834Y6M,B00001ZWPF,4.0
28982,A11D1KHM7DVOQK,B00001ZWRV,3.0
29115,A14JBDSWKPKTZA,B00001ZWXA,5.0
29229,A506HOOCVL8GW,B00001ZWXA,5.0
29277,A54SG05AV6S4H,B00001ZWXA,5.0
29290,A1URXSRV6WDHVY,B00001ZWXA,5.0
29389,A2WLNSZ9U0T1S3,B00001ZWXA,5.0
29399,A2T3S3VTW65VO5,B00001ZWXA,5.0
29454,A2YHXGPCTENZY3,B0000206CN,3.0
29468,ARXU3FESTWMJJ,B0000206CT,5.0
29606,A1V4VVBQBFXRHC,B000021YU8,5.0
29620,AKT8TGIT6VVZ5,B000021YU8,5.0
29625,A1MJMYLRTZ76ZX,B000021YU8,5.0
29631,A3PGVJF37JSHFO,B000021YU8,4.0
29710,A1MJMYLRTZ76ZX,B000021YUO,5.0
29719,A231WM2Z2JL0U3,B000021YUO,5.0
29827,A23ONMGKEWDG4M,B0000225BA,5.0
29918,A1KY5G5FP31F2F,B0000226L0,4.0
29925,A32QOZWIKQDNZX,B0000226QJ,5.0
30046,A32QOZWIKQDNZX,B0000228GG,5.0
30064,AW68KVDV7BBRS,B0000228GG,5.0
30102,ALUNVOQRXOZIA,B000022UHF,5.0
30105,A2QI2NTDTMK2FV,B000023MCH,5.0
30117,A1435P5AMCPB3X,B000023VQ4,5.0
30206,AN81JUYW2SL24,B000023VUE,5.0
30209,A1V3TRGWOMA8LC,B000023VUE,5.0
30268,A2PK64OVZA1U8Z,B000023VUL,1.0
30292,A231WM2Z2JL0U3,B000023VUL,5.0
30293,A3LGT6UZL99IW1,B000023VUL,5.0
30295,A6FIAB28IS79,B000023VUL,2.0
30329,A11KZ906QD08C5,B000023VW2,4.0
30373,AW68KVDV7BBRS,B000023VW2,5.0
30395,A31BD4RXCON7QO,B000023VW2,4.0
30442,A2BMZRO0H7TFCS,B000023VW5,1.0
30498,A3OXHLG6DIBRW8,B000026D8E,2.0
30518,A2AF0NOCM71J0B,B000026D8E,5.0
30556,A250AXLRBVYKB4,B000026D8E,1.0
30673,AOEAD7DPLZE53,B000028F42,2.0
30680,A231WM2Z2JL0U3,B000028F42,5.0
30709,A2B7BUH8834Y6M,B0000296HA,1.0
30712,A2HMF8ZR67BNZS,B0000296HI,3.0
30888,A3TAS1AG6FMBQW,B00002EQC2,5.0
30953,A149RNR5RH19YY,B00002EQCS,4.0
30971,A1TDR7Y90SVCHL,B00002EQCS,5.0
30978,A31N0XY2UTB25C,B00002EQCS,5.0
31058,A3J2YU2D9BH2J7,B00002EQCW,5.0
31097,A4IL0CLL27Q33,B00002EQCW,4.0
31112,AAR7CEPXYJA0T,B00002EQCW,2.0
31121,A100WO06OQR8BQ,B00002EQCW,5.0
31178,A3TAS1AG6FMBQW,B00002EQCW,5.0
31428,AGHZXQL9F94T9,B00002EQD2,5.0
31741,A203OCQQ12MAVT,B00002NAXD,5.0
31765,ADLVFFE4VBT8,B00002NDRF,4.0
31774,A10PEXB6XAQ5XF,B00002NDRF,5.0
31876,A3L9E0YI7C5G0W,B00002NDRQ,5.0
31908,ABMF4UC4Z00NT,B00002NDRQ,4.0
32121,ALUNVOQRXOZIA,B00002SWHH,5.0
32213,A231WM2Z2JL0U3,B00002SWHH,3.0
32255,A2YHXGPCTENZY3,B00002SWUE,5.0
32341,ALUNVOQRXOZIA,B00003005I,1.0
32447,A3OXHLG6DIBRW8,B00003006E,5.0
32462,A23GFTVIETX7DS,B00003006E,5.0
32466,A36K2N527TXXJN,B00003006E,5.0
32507,A1EH2S92FHWZRP,B00003006E,5.0
32525,A149RNR5RH19YY,B00003006E,5.0
32603,ALUNVOQRXOZIA,B00003006F,5.0
32644,AZMY6E8B52L2T,B00003006K,5.0
32695,ALUNVOQRXOZIA,B00003006L,5.0
32703,A2Y739CRM15WDL,B00003006Q,4.0
32714,A14JBDSWKPKTZA,B00003006R,5.0
32736,A5JLAU2ARJ0BO,B00003006R,5.0
32737,AN81JUYW2SL24,B00003006R,5.0
32802,A3QMJMTLJC34QC,B00003006R,4.0
32811,ALUNVOQRXOZIA,B00003006X,5.0
32828,ALUNVOQRXOZIA,B00003006Y,5.0
32854,ALUNVOQRXOZIA,B0000300CS,5.0
33013,A231WM2Z2JL0U3,B0000304ZO,5.0
33014,A3QMJMTLJC34QC,B0000304ZO,4.0
33049,A3NHUQ33CFH3VM,B000031KIM,4.0
33081,AYMD77ITD15PT,B000031KIM,5.0
33094,A1IU7S4HCK1XK0,B000031KIM,4.0
33113,A1MJMYLRTZ76ZX,B000031KIM,5.0
33123,A2NYK9KWFMJV4Y,B000031KIM,5.0
33190,A3OXHLG6DIBRW8,B000031WDA,3.0
33253,A2AEZQ3DGBBLPR,B0000326O1,4.0
33471,A231WM2Z2JL0U3,B000038AB2,5.0
33570,A1KD8NJPZ01R37,B00003CW9Q,5.0
33597,AT6CZDCP4TRGA,B00003CWA3,3.0
33618,A1EH2S92FHWZRP,B00003CWA6,3.0
33644,A1KD8NJPZ01R37,B00003CWAH,5.0
33722,A231WM2Z2JL0U3,B00003CWCI,4.0
33788,A3J2YU2D9BH2J7,B00003CWDG,5.0
33879,A34UVV757IKPVB,B00003CWDG,5.0
33915,ARXU3FESTWMJJ,B00003CWDG,1.0
33947,ASJSX783R5HTZ,B00003CWDG,5.0
34055,A3J2YU2D9BH2J7,B00003CWDH,5.0
34097,ADOR3TR7GDF68,B00003CWDH,3.0
34249,A6FIAB28IS79,B00003CWDH,4.0
34423,A1EH2S92FHWZRP,B00003CWDO,4.0
34464,A1KD8NJPZ01R37,B00003CWDQ,5.0
34573,A3DGJMO6VPG6FJ,B00003CWDQ,1.0
34627,A231WM2Z2JL0U3,B00003CWE8,4.0
34654,A1NNMOD9H36Q8E,B00003CWEN,5.0
34655,A1NNMOD9H36Q8E,B00003CWEO,5.0
34717,A3OA4DV4L81N1D,B00003CWFA,4.0
34723,A3T4OHEAHOJ700,B00003CWFB,5.0
34839,AVSMRPI23DQI2,B00003CWGE,4.0
34961,A2Y739CRM15WDL,B00003G1LP,4.0
35047,A6VPK7X53QNAQ,B00003G1RG,5.0
35087,A5JLAU2ARJ0BO,B00003G1RG,3.0
35147,A231WM2Z2JL0U3,B00003G1RG,5.0
35156,A2IFGGXG3YV3Y6,B00003G1RG,5.0
35198,A231WM2Z2JL0U3,B00003G1RJ,5.0
35214,A2R6RA8FRBS608,B00003GO0E,5.0
35245,ALUNVOQRXOZIA,B00003GPVF,5.0
35269,A250AXLRBVYKB4,B00003IEMD,5.0
35446,APOGXH3A74CM3,B00003WGP5,5.0
35533,A1RPTVW5VEOSI,B00003WGP5,5.0
35594,A2V0I904FH7ABY,B00003WGP5,4.0
35618,A231WM2Z2JL0U3,B00003ZDJ7,5.0
35685,A1PN2U0AWXGVML,B0000488VI,4.0
35718,A231WM2Z2JL0U3,B0000488VK,3.0
35811,A1435P5AMCPB3X,B00004I9W2,5.0
35815,A38QEATH3NODFM,B00004I9W2,5.0
35872,A1OMXVXXP07F05,B00004LC7Z,5.0
36012,A2NOW4U7W3F7RI,B00004NKHY,5.0
36160,ALUNVOQRXOZIA,B00004R7OI,4.0
36335,A2B7BUH8834Y6M,B00004R8V6,2.0
36457,A231WM2Z2JL0U3,B00004R8VC,5.0
36543,A2YHXGPCTENZY3,B00004R8VM,2.0
36609,ALUNVOQRXOZIA,B00004RC2D,5.0
36661,AEJAGHLC675A7,B00004RC2D,5.0
36664,A259MPG6SOL02P,B00004RC2D,4.0
36687,A1RPTVW5VEOSI,B00004RC2D,5.0
36696,A1U5NWJOYH2QQH,B00004RC2D,5.0
36705,A231WM2Z2JL0U3,B00004RC2D,4.0
36717,A2IFGGXG3YV3Y6,B00004RC2D,5.0
36792,A1MJMYLRTZ76ZX,B00004RC2E,5.0
36794,ARXU3FESTWMJJ,B00004RC2E,3.0
36837,A1U5NWJOYH2QQH,B00004RC2G,5.0
36847,A3NHUQ33CFH3VM,B00004RC2I,4.0
37106,A1RPTVW5VEOSI,B00004RERZ,5.0
37181,A1RPTVW5VEOSI,B00004RF6K,5.0
37510,A6VXZ1EEPRTLV,B00004RG6K,5.0
37685,A1RPTVW5VEOSI,B00004RIPE,5.0
37934,A1MJMYLRTZ76ZX,B00004S5H5,5.0
38345,A5JLAU2ARJ0BO,B00004S9AK,5.0
38401,A231WM2Z2JL0U3,B00004S9AK,5.0
38436,A1RPTVW5VEOSI,B00004S9WQ,5.0
38484,A1F9Z42CFF9IAY,B00004S9WR,4.0
38513,A231WM2Z2JL0U3,B00004SA30,5.0
38534,ALUNVOQRXOZIA,B00004SA32,5.0
38668,A2SKEQT0WTB954,B00004SABB,5.0
38911,A1R377IPZOKLMM,B00004SABB,5.0
38958,AZAC8O310IK4E,B00004SABB,5.0
39300,A1ODOGXEYECQQ8,B00004SABB,4.0
39368,A2AEZQ3DGBBLPR,B00004SABB,3.0
39409,A1TDR7Y90SVCHL,B00004SABB,3.0
40005,A2KZOIOFXXMC1H,B00004SABJ,2.0
40054,A3EZEP0FX5BC1P,B00004SB92,5.0
40178,A14JBDSWKPKTZA,B00004SB92,5.0
40261,ALUNVOQRXOZIA,B00004SB92,1.0
40361,A1JWSDDIH5Z7DV,B00004SB92,5.0
40387,AUITG1DJ3QUGK,B00004SB92,5.0
40411,A5JLAU2ARJ0BO,B00004SB92,4.0
40417,AN81JUYW2SL24,B00004SB92,5.0
40425,A1R377IPZOKLMM,B00004SB92,5.0
40702,A1RPTVW5VEOSI,B00004SB92,5.0
40823,A231WM2Z2JL0U3,B00004SB92,5.0
40902,A1EXGL6L0QQ0M5,B00004SB92,5.0
40905,A2B7BUH8834Y6M,B00004SB92,4.0
40990,A1F9Z42CFF9IAY,B00004SB92,4.0
41064,A2Y739CRM15WDL,B00004SB94,4.0
41072,A2Y739CRM15WDL,B00004SB95,4.0
41133,A3LGT6UZL99IW1,B00004SB98,5.0
41283,A1MJMYLRTZ76ZX,B00004SC3Y,4.0
41300,A231WM2Z2JL0U3,B00004SC3Y,4.0
41318,A231WM2Z2JL0U3,B00004SCIT,4.0
41332,A25HBO5V8S8SEA,B00004SCKA,5.0
41352,A231WM2Z2JL0U3,B00004SCKA,4.0
41404,A1RPTVW5VEOSI,B00004SD14,1.0
41406,A14JBDSWKPKTZA,B00004SD15,1.0
41412,A231WM2Z2JL0U3,B00004SD15,5.0
41450,A231WM2Z2JL0U3,B00004SD85,5.0
41499,A1EKSETIBS9ETQ,B00004SD88,5.0
41650,A231WM2Z2JL0U3,B00004SD9Q,5.0
41786,A3LWC833HQIG7J,B00004SGD3,5.0
41812,ARXU3FESTWMJJ,B00004SGD3,4.0
41862,A1MJMYLRTZ76ZX,B00004SP9T,5.0
41962,A1RPTVW5VEOSI,B00004SPCB,3.0
42238,A3PD8JD9L4WEII,B00004SQET,5.0
42269,AGXMC3ITWZASE,B00004SQET,4.0
42429,A231WM2Z2JL0U3,B00004SSRC,5.0
42484,ALUNVOQRXOZIA,B00004SSRQ,1.0
42579,A2R6RA8FRBS608,B00004SU73,4.0
42603,A1PL7QILVQV3IF,B00004SUG7,4.0
42885,A225G2TFM76GYX,B00004SY4H,5.0
42894,A1URXSRV6WDHVY,B00004SY4H,5.0
42930,A3077MQTAKOVFZ,B00004SY4H,5.0
43068,A3LWC833HQIG7J,B00004SY5N,5.0
43121,A231WM2Z2JL0U3,B00004SYB7,5.0
43143,A2R6RA8FRBS608,B00004SYKO,5.0
43300,AUITG1DJ3QUGK,B00004SYNX,3.0
43393,A1MJMYLRTZ76ZX,B00004SYVH,5.0
43414,A2B7BUH8834Y6M,B00004SYVL,4.0
43592,A1MJMYLRTZ76ZX,B00004T0RC,5.0
43610,A2RWHTNM5P3I8Y,B00004T0RC,4.0
43650,A5JLAU2ARJ0BO,B00004T1KZ,4.0
43678,A1MJMYLRTZ76ZX,B00004T1M1,5.0
43747,A6FIAB28IS79,B00004T1WU,5.0
43807,A6FIAB28IS79,B00004T1X6,4.0
44642,ARXU3FESTWMJJ,B00004T2LJ,4.0
44694,ARXU3FESTWMJJ,B00004T70T,4.0
44695,AT28RL25Q2OLK,B00004T70T,5.0
44701,AAQ9NJ480N9W5,B00004T70X,5.0
44797,A19W47CXJJP1MI,B00004T8R2,5.0
44849,A3LWC833HQIG7J,B00004T8R2,5.0
45250,A1GBT4UN2RW7XY,B00004T8R2,5.0
45511,A35W3JQYP0M655,B00004T8R2,4.0
45744,A2R6RA8FRBS608,B00004T8R2,4.0
45897,AT28RL25Q2OLK,B00004T8R2,4.0
45942,A11D1KHM7DVOQK,B00004T8R2,2.0
46019,A3J8A5L5AF5TX9,B00004T8R2,4.0
46170,A3T7V207KRDE2O,B00004T8R2,5.0
46488,A1MJMYLRTZ76ZX,B00004TB3J,5.0
46576,A1435P5AMCPB3X,B00004TBBA,5.0
46605,A1435P5AMCPB3X,B00004TBBZ,5.0
47033,A3INN916E4VION,B00004TCTK,4.0
47149,ARXU3FESTWMJJ,B00004TDL2,4.0
47169,A231WM2Z2JL0U3,B00004TDL2,3.0
47222,A1T1YSCDW0PD25,B00004TDLD,5.0
47461,A259MPG6SOL02P,B00004TDMX,3.0
47470,AT28RL25Q2OLK,B00004TDMX,5.0
47619,A6FIAB28IS79,B00004TDN0,5.0
47697,A259MPG6SOL02P,B00004TDN2,3.0
47714,A1MJMYLRTZ76ZX,B00004TDN2,5.0
47737,A2B7BUH8834Y6M,B00004TDN2,4.0
47805,A1MJMYLRTZ76ZX,B00004TDN5,4.0
47855,A1RPTVW5VEOSI,B00004TDPP,3.0
47871,A100WO06OQR8BQ,B00004TDRH,5.0
48008,ALUNVOQRXOZIA,B00004TDWY,5.0
48058,A231WM2Z2JL0U3,B00004TE75,5.0
48152,A231WM2Z2JL0U3,B00004TEN2,5.0
48185,A25HBO5V8S8SEA,B00004TENT,5.0
48547,A1RPTVW5VEOSI,B00004TH2W,5.0
48642,A231WM2Z2JL0U3,B00004TH2Y,4.0
48645,A2IFGGXG3YV3Y6,B00004TH2Y,5.0
48911,A2HMF8ZR67BNZS,B00004THCZ,5.0
48971,A4WEZJOIZIV4U,B00004THCZ,4.0
48973,A1C5WS021EL3WO,B00004THCZ,4.0
49186,A1IU7S4HCK1XK0,B00004THCZ,3.0
49238,A5KMMY627T3W,B00004THCZ,5.0
49323,ARXU3FESTWMJJ,B00004THCZ,2.0
49659,A3PGVJF37JSHFO,B00004THD8,5.0
49766,A231WM2Z2JL0U3,B00004THDE,5.0
49793,A17HMM1M7T9PJ1,B00004THDE,4.0
49983,A9Y5O2R4D6EH5,B00004TJ0L,4.0
50010,AWPODHOB4GFWL,B00004TJ0X,5.0
50038,A3OXHLG6DIBRW8,B00004TJ7O,5.0
50200,A6FIAB28IS79,B00004TKHY,4.0
50231,A3W4D8XOGLWUN5,B00004TKLW,5.0
50452,A2B7BUH8834Y6M,B00004TL5Q,5.0
50677,AS269J1OGZT1V,B00004TRD9,5.0
50803,A5JLAU2ARJ0BO,B00004TS16,5.0
50853,A31BD4RXCON7QO,B00004TS16,5.0
50875,A231WM2Z2JL0U3,B00004TS16,5.0
50959,A1QNYLBG73QRNF,B00004TS36,5.0
51025,AG35JCCQWDRCS,B00004TS3M,5.0
51054,A1VQHH85U7PX0,B00004TS3Y,5.0
51070,A13WOT3RSXKRD5,B00004TS6W,5.0
51074,A2OWR5G2OAQF7C,B00004TS6W,5.0
51124,A1FR68QH6Z4YZM,B00004TVEV,5.0
51151,A5JLAU2ARJ0BO,B00004TVSO,2.0
51432,A1MJMYLRTZ76ZX,B00004TWM3,5.0
51447,A38QEATH3NODFM,B00004TWM3,5.0
51448,A2R6RA8FRBS608,B00004TWM4,3.0
51649,A1MFVAHTT2BHM0,B00004TWM6,3.0
51720,AWPODHOB4GFWL,B00004TWM6,5.0
51982,A2R6RA8FRBS608,B00004TWVY,5.0
52064,A1MJMYLRTZ76ZX,B00004TX6F,5.0
