2.03286	0.982859
2.08241	0.882414
2.06411	0.91411
2.1269	0.826903
2.10418	0.854185
2.17996	0.779962
2.15302	0.803018
2.24098	0.740977
2.21015	0.760148
2.30911	0.709107
2.27484	0.724836
2.38339	0.683394
2.34617	0.696167
2.46285	0.662852
2.42316	0.673162
2.54654	0.64654
2.50485	0.654848
2.6336	0.633602
2.59032	0.640323
2.7233	0.623302
2.67879	0.628788
2.81503	0.615026
2.76957	0.619569
2.90828	0.608279
2.86211	0.612112
3.00268	0.602678
2.95598	0.60598
3.09793	0.597932
3.05084	0.600838
3.19382	0.593824
3.14643	0.596434
3.2902	0.590198
3.24258	0.592583
3.38694	0.586941
3.33915	0.589154
3.48398	0.583975
3.43605	0.586051
3.58124	0.581244
3.53321	0.583208
3.67871	0.578707
3.63058	0.580578
3.77634	0.576336
3.72813	0.578127
3.87411	0.57411
3.82583	0.57583
3.97201	0.572013
3.92367	0.573671
4.07003	0.570032
4.02163	0.571633
4.16816	0.568156
4.11971	0.569706
4.26638	0.566378
4.21788	0.56788
4.36469	0.564689
4.31615	0.566147
4.46308	0.563082
4.4145	0.5645
4.56155	0.561553
4.51293	0.562933
4.66009	0.560095
4.61144	0.56144
4.7587	0.558703
4.71002	0.560016
4.85737	0.557374
4.80866	0.558656
4.9561	0.556103
4.90736	0.557356
5.05489	0.554886
5.15372	0.55372
5.2526	0.552603
5.35153	0.55153
5.4505	0.5505
5.54951	0.54951
5.64856	0.548557
5.74764	0.54764
5.84676	0.546757
5.94591	0.545906
6.04508	0.545085
6.14429	0.544293
6.24353	0.543527
6.34279	0.542788
6.44207	0.542073
6.54138	0.541381
6.64071	0.540712
6.74006	0.540064
6.83944	0.539436
6.93883	0.538827
7.03824	0.538237
7.13766	0.537664
7.23711	0.537108
7.33657	0.536568
7.43604	0.536044
7.53553	0.535534
7.63504	0.535038
7.73456	0.534556
7.83409	0.534087
7.93363	0.533631
8.03319	0.533186
8.13275	0.532754
8.23233	0.532332
8.33192	0.531921
8.43152	0.53152
8.53113	0.531129
8.63075	0.530747
8.73038	0.530375
8.83001	0.530012
8.92966	0.529657
9.02931	0.529311
9.12897	0.528972
9.22864	0.528641
9.32832	0.528318
9.428	0.528002
9.52769	0.527693
9.62739	0.52739
9.72709	0.527094
9.8268	0.526804
9.92652	0.526521
10.0262	0.526243
10.126	0.525971
10.2257	0.525705
10.3254	0.525444
10.4252	0.525188
10.5249	0.524938
