series_name,date,value
T3,2001-10-01,0
T3,2001-11-01,0
T3,2001-12-01,0
T3,2002-01-01,0
T3,2002-02-01,0
T3,2002-03-01,0
T4,1998-01-01,0
T4,1998-02-01,0
T4,1998-03-01,0
T4,1998-04-01,0
T4,1998-05-01,0
T4,1998-06-01,0
T4,1998-07-01,0
T4,1998-08-01,0
T4,1998-09-01,0
T4,1998-10-01,2
T4,1998-11-01,0
T4,1998-12-01,1
T4,1999-01-01,0
T4,1999-02-01,0
T4,1999-03-01,0
T4,1999-04-01,0
T4,1999-05-01,0
T4,1999-06-01,0
T4,1999-07-01,0
T4,1999-08-01,0
T4,1999-09-01,0
T4,1999-10-01,0
T4,1999-11-01,0
T4,1999-12-01,0
T4,2000-01-01,0
T4,2000-02-01,0
T4,2000-03-01,0
T4,2000-04-01,0
T4,2000-05-01,0
T4,2000-06-01,0
T4,2000-07-01,0
T4,2000-08-01,0
T4,2000-09-01,0
T4,2000-10-01,0
T4,2000-11-01,0
T4,2000-12-01,0
T4,2001-01-01,0
T4,2001-02-01,0
T4,2001-03-01,0
T4,2001-04-01,0
T4,2001-05-01,0
T4,2001-06-01,0
T4,2001-07-01,0
T4,2001-08-01,0
T4,2001-09-01,0
T4,2001-10-01,0
T4,2001-11-01,0
T4,2001-12-01,0
T4,2002-01-01,0
T4,2002-02-01,0
T4,2002-03-01,0
T5,1998-01-01,1
T5,1998-02-01,0
T5,1998-03-01,1
T5,1998-04-01,0
T5,1998-05-01,0
T5,1998-06-01,1
T5,1998-07-01,0
T5,1998-08-01,0
T5,1998-09-01,0
T5,1998-10-01,0
T5,1998-11-01,0
T5,1998-12-01,0
T5,1999-01-01,0
T5,1999-02-01,0
T5,1999-03-01,0
T5,1999-04-01,0
T5,1999-05-01,0
T5,1999-06-01,0
T5,1999-07-01,0
T5,1999-08-01,0
T5,1999-09-01,0
T5,1999-10-01,0
T5,1999-11-01,0
T5,1999-12-01,0
T5,2000-01-01,0
T5,2000-02-01,0
T5,2000-03-01,0
T5,2000-04-01,0
T5,2000-05-01,0
T5,2000-06-01,0
T5,2000-07-01,0
T5,2000-08-01,0
T5,2000-09-01,0
T5,2000-10-01,0
T5,2000-11-01,0
T5,2000-12-01,0
T5,2001-01-01,0
T5,2001-02-01,0
T5,2001-03-01,0
T5,2001-04-01,0
T5,2001-05-01,0
T5,2001-06-01,0
T5,2001-07-01,0
T5,2001-08-01,0
T5,2001-09-01,0
T5,2001-10-01,0
T5,2001-11-01,0
T5,2001-12-01,0
T5,2002-01-01,0
T5,2002-02-01,0
T5,2002-03-01,0
T6,1998-01-01,1
T6,1998-02-01,0
T6,1998-03-01,1
T6,1998-04-01,0
T6,1998-05-01,0
T6,1998-06-01,1
T6,1998-07-01,0
T6,1998-08-01,0
T6,1998-09-01,0
T6,1998-10-01,0
T6,1998-11-01,0
T6,1998-12-01,0
T6,1999-01-01,0
T6,1999-02-01,0
T6,1999-03-01,0
T6,1999-04-01,0
T6,1999-05-01,0
T6,1999-06-01,0
T6,1999-07-01,0
T6,1999-08-01,0
T6,1999-09-01,0
T6,1999-10-01,0
T6,1999-11-01,0
T6,1999-12-01,0
T6,2000-01-01,0
T6,2000-02-01,0
T6,2000-03-01,0
T6,2000-04-01,0
T6,2000-05-01,0
T6,2000-06-01,0
T6,2000-07-01,0
T6,2000-08-01,0
T6,2000-09-01,0
T6,2000-10-01,0
T6,2000-11-01,0
T6,2000-12-01,0
T6,2001-01-01,0
T6,2001-02-01,0
T6,2001-03-01,0
T6,2001-04-01,0
T6,2001-05-01,0
T6,2001-06-01,0
T6,2001-07-01,0
T6,2001-08-01,0
T6,2001-09-01,0
T6,2001-10-01,0
T6,2001-11-01,0
T6,2001-12-01,0
T6,2002-01-01,0
T6,2002-02-01,0
T6,2002-03-01,0
T7,1998-01-01,0
T7,1998-02-01,0
T7,1998-03-01,0
T7,1998-04-01,0
T7,1998-05-01,0
T7,1998-06-01,0
T7,1998-07-01,2
T7,1998-08-01,1
T7,1998-09-01,0
T7,1998-10-01,0
T7,1998-11-01,0
T7,1998-12-01,0
T7,1999-01-01,0
T7,1999-02-01,0
T7,1999-03-01,0
T7,1999-04-01,0
T7,1999-05-01,0
T7,1999-06-01,0
T7,1999-07-01,0
T7,1999-08-01,0
T7,1999-09-01,0
T7,1999-10-01,0
T7,1999-11-01,0
T7,1999-12-01,0
T7,2000-01-01,0
T7,2000-02-01,0
T7,2000-03-01,0
T7,2000-04-01,0
T7,2000-05-01,0
T7,2000-06-01,0
T7,2000-07-01,0
T7,2000-08-01,0
T7,2000-09-01,0
T7,2000-10-01,0
T7,2000-11-01,0
T7,2000-12-01,0
T7,2001-01-01,0
T7,2001-02-01,0
T7,2001-03-01,0
T7,2001-04-01,0
T7,2001-05-01,0
T7,2001-06-01,0
T7,2001-07-01,0
T7,2001-08-01,0
T7,2001-09-01,0
T7,2001-10-01,0
T7,2001-11-01,0
T7,2001-12-01,0
T7,2002-01-01,0
T7,2002-02-01,0
T7,2002-03-01,0
T8,1998-01-01,0
T8,1998-02-01,0
T8,1998-03-01,0
T8,1998-04-01,0
T8,1998-05-01,0
T8,1998-06-01,0
T8,1998-07-01,0
T8,1998-08-01,0
T8,1998-09-01,0
T8,1998-10-01,0
T8,1998-11-01,0
T8,1998-12-01,0
T8,1999-01-01,0
T8,1999-02-01,0
T8,1999-03-01,0
T8,1999-04-01,0
T8,1999-05-01,0
T8,1999-06-01,0
T8,1999-07-01,0
T8,1999-08-01,0
T8,1999-09-01,0
T8,1999-10-01,1
T8,1999-11-01,0
T8,1999-12-01,0
T8,2000-01-01,0
T8,2000-02-01,0
T8,2000-03-01,0
T8,2000-04-01,0
T8,2000-05-01,0
T8,2000-06-01,0
T8,2000-07-01,0
T8,2000-08-01,1
T8,2000-09-01,0
T8,2000-10-01,0
T8,2000-11-01,0
T8,2000-12-01,0
T8,2001-01-01,0
T8,2001-02-01,0
T8,2001-03-01,0
T8,2001-04-01,0
T8,2001-05-01,0
T8,2001-06-01,0
T8,2001-07-01,0
T8,2001-08-01,0
T8,2001-09-01,1
T8,2001-10-01,0
T8,2001-11-01,0
T8,2001-12-01,0
T8,2002-01-01,0
T8,2002-02-01,0
T8,2002-03-01,0
T9,1998-01-01,0
T9,1998-02-01,0
T9,1998-03-01,0
T9,1998-04-01,0
T9,1998-05-01,1
T9,1998-06-01,0
T9,1998-07-01,1
T9,1998-08-01,0
T9,1998-09-01,0
T9,1998-10-01,1
T9,1998-11-01,0
T9,1998-12-01,0
T9,1999-01-01,0
T9,1999-02-01,0
T9,1999-03-01,0
T9,1999-04-01,0
T9,1999-05-01,0
T9,1999-06-01,0
T9,1999-07-01,0
T9,1999-08-01,0
T9,1999-09-01,0
T9,1999-10-01,0
T9,1999-11-01,0
T9,1999-12-01,0
T9,2000-01-01,0
T9,2000-02-01,0
T9,2000-03-01,0
T9,2000-04-01,0
T9,2000-05-01,0
T9,2000-06-01,0
T9,2000-07-01,0
T9,2000-08-01,0
T9,2000-09-01,0
T9,2000-10-01,0
T9,2000-11-01,0
T9,2000-12-01,0
T9,2001-01-01,0
T9,2001-02-01,0
T9,2001-03-01,0
T9,2001-04-01,0
T9,2001-05-01,0
T9,2001-06-01,0
T9,2001-07-01,0
T9,2001-08-01,0
T9,2001-09-01,0
T9,2001-10-01,0
T9,2001-11-01,0
T9,2001-12-01,0
T9,2002-01-01,0
T9,2002-02-01,0
T9,2002-03-01,0
T10,1998-01-01,0
T10,1998-02-01,0
T10,1998-03-01,0
T10,1998-04-01,0
T10,1998-05-01,0
T10,1998-06-01,1
T10,1998-07-01,0
T10,1998-08-01,0
T10,1998-09-01,2
T10,1998-10-01,0
T10,1998-11-01,0
T10,1998-12-01,0
T10,1999-01-01,0
T10,1999-02-01,0
T10,1999-03-01,0
T10,1999-04-01,0
T10,1999-05-01,0
T10,1999-06-01,0
T10,1999-07-01,0
T10,1999-08-01,0
T10,1999-09-01,0
T10,1999-10-01,0
T10,1999-11-01,0
T10,1999-12-01,0
T10,2000-01-01,0
T10,2000-02-01,0
T10,2000-03-01,0
T10,2000-04-01,0
T10,2000-05-01,0
T10,2000-06-01,0
T10,2000-07-01,0
T10,2000-08-01,0
T10,2000-09-01,0
T10,2000-10-01,0
T10,2000-11-01,0
T10,2000-12-01,0
T10,2001-01-01,0
T10,2001-02-01,0
T10,2001-03-01,0
T10,2001-04-01,0
T10,2001-05-01,0
T10,2001-06-01,0
T10,2001-07-01,0
T10,2001-08-01,0
T10,2001-09-01,0
T10,2001-10-01,0
T10,2001-11-01,0
T10,2001-12-01,0
T10,2002-01-01,0
T10,2002-02-01,0
T10,2002-03-01,0
T11,1998-01-01,0
T11,1998-02-01,0
T11,1998-03-01,0
T11,1998-04-01,0
T11,1998-05-01,1
T11,1998-06-01,1
T11,1998-07-01,0
T11,1998-08-01,0
T11,1998-09-01,0
T11,1998-10-01,1
T11,1998-11-01,0
T11,1998-12-01,0
T11,1999-01-01,0
T11,1999-02-01,0
T11,1999-03-01,0
T11,1999-04-01,0
T11,1999-05-01,0
T11,1999-06-01,0
T11,1999-07-01,0
T11,1999-08-01,0
T11,1999-09-01,0
T11,1999-10-01,0
T11,1999-11-01,0
T11,1999-12-01,0
T11,2000-01-01,0
T11,2000-02-01,0
T11,2000-03-01,0
T11,2000-04-01,0
T11,2000-05-01,0
T11,2000-06-01,0
T11,2000-07-01,0
T11,2000-08-01,0
T11,2000-09-01,0
T11,2000-10-01,0
T11,2000-11-01,0
T11,2000-12-01,0
T11,2001-01-01,0
T11,2001-02-01,0
T11,2001-03-01,0
T11,2001-04-01,0
T11,2001-05-01,0
T11,2001-06-01,0
T11,2001-07-01,0
T11,2001-08-01,0
T11,2001-09-01,0
T11,2001-10-01,0
T11,2001-11-01,0
T11,2001-12-01,0
T11,2002-01-01,0
T11,2002-02-01,0
T11,2002-03-01,0
T12,1998-01-01,0
T12,1998-02-01,0
T12,1998-03-01,0
T12,1998-04-01,0
T12,1998-05-01,0
T12,1998-06-01,0
T12,1998-07-01,0
T12,1998-08-01,0
T12,1998-09-01,0
T12,1998-10-01,0
T12,1998-11-01,0
T12,1998-12-01,0
T12,1999-01-01,2
T12,1999-02-01,0
T12,1999-03-01,0
T12,1999-04-01,0
T12,1999-05-01,0
T12,1999-06-01,0
T12,1999-07-01,0
T12,1999-08-01,0
T12,1999-09-01,0
T12,1999-10-01,0
T12,1999-11-01,0
T12,1999-12-01,0
T12,2000-01-01,0
T12,2000-02-01,0
T12,2000-03-01,0
T12,2000-04-01,0
T12,2000-05-01,0
T12,2000-06-01,0
T12,2000-07-01,0
T12,2000-08-01,0
T12,2000-09-01,0
T12,2000-10-01,0
T12,2000-11-01,0
T12,2000-12-01,0
T12,2001-01-01,0
T12,2001-02-01,0
T12,2001-03-01,0
T12,2001-04-01,0
T12,2001-05-01,0
T12,2001-06-01,1
T12,2001-07-01,0
T12,2001-08-01,0
T12,2001-09-01,0
T12,2001-10-01,0
T12,2001-11-01,0
T12,2001-12-01,0
T12,2002-01-01,0
T12,2002-02-01,0
T12,2002-03-01,0
T13,1998-01-01,0
T13,1998-02-01,0
T13,1998-03-01,0
T13,1998-04-01,2
T13,1998-05-01,0
T13,1998-06-01,0
T13,1998-07-01,0
T13,1998-08-01,0
T13,1998-09-01,0
T13,1998-10-01,0
T13,1998-11-01,0
T13,1998-12-01,0
T13,1999-01-01,0
T13,1999-02-01,0
T13,1999-03-01,1
T13,1999-04-01,0
T13,1999-05-01,0
T13,1999-06-01,0
T13,1999-07-01,0
T13,1999-08-01,0
T13,1999-09-01,0
T13,1999-10-01,0
T13,1999-11-01,0
T13,1999-12-01,0
T13,2000-01-01,0
T13,2000-02-01,0
T13,2000-03-01,0
T13,2000-04-01,0
T13,2000-05-01,0
T13,2000-06-01,0
T13,2000-07-01,0
T13,2000-08-01,0
T13,2000-09-01,0
T13,2000-10-01,0
T13,2000-11-01,0
T13,2000-12-01,0
T13,2001-01-01,0
T13,2001-02-01,0
T13,2001-03-01,0
T13,2001-04-01,0
T13,2001-05-01,0
T13,2001-06-01,0
T13,2001-07-01,0
T13,2001-08-01,0
T13,2001-09-01,0
T13,2001-10-01,0
T13,2001-11-01,0
T13,2001-12-01,0
T13,2002-01-01,0
T13,2002-02-01,0
T13,2002-03-01,0
T14,1998-01-01,0
T14,1998-02-01,0
T14,1998-03-01,0
T14,1998-04-01,0
T14,1998-05-01,0
T14,1998-06-01,0
T14,1998-07-01,0
T14,1998-08-01,0
T14,1998-09-01,0
T14,1998-10-01,0
T14,1998-11-01,0
T14,1998-12-01,0
T14,1999-01-01,0
T14,1999-02-01,0
T14,1999-03-01,0
T14,1999-04-01,0
T14,1999-05-01,0
T14,1999-06-01,0
T14,1999-07-01,0
T14,1999-08-01,0
T14,1999-09-01,0
T14,1999-10-01,0
T14,1999-11-01,0
T14,1999-12-01,0
T14,2000-01-01,0
T14,2000-02-01,0
T14,2000-03-01,0
T14,2000-04-01,0
T14,2000-05-01,0
T14,2000-06-01,0
T14,2000-07-01,0
T14,2000-08-01,0
T14,2000-09-01,0
T14,2000-10-01,0
T14,2000-11-01,0
T14,2000-12-01,0
T14,2001-01-01,2
T14,2001-02-01,0
T14,2001-03-01,0
T14,2001-04-01,1
T14,2001-05-01,0
T14,2001-06-01,0
T14,2001-07-01,0
T14,2001-08-01,0
T14,2001-09-01,0
T14,2001-10-01,0
T14,2001-11-01,0
T14,2001-12-01,0
T14,2002-01-01,0
T14,2002-02-01,0
T14,2002-03-01,0
T15,1998-01-01,0
T15,1998-02-01,0
T15,1998-03-01,0
T15,1998-04-01,0
T15,1998-05-01,0
T15,1998-06-01,0
T15,1998-07-01,0
T15,1998-08-01,0
T15,1998-09-01,0
T15,1998-10-01,0
T15,1998-11-01,0
T15,1998-12-01,0
T15,1999-01-01,0
T15,1999-02-01,0
T15,1999-03-01,0
T15,1999-04-01,0
T15,1999-05-01,0
T15,1999-06-01,0
T15,1999-07-01,0
T15,1999-08-01,0
T15,1999-09-01,0
T15,1999-10-01,1
T15,1999-11-01,0
T15,1999-12-01,0
T15,2000-01-01,1
T15,2000-02-01,0
T15,2000-03-01,1
T15,2000-04-01,0
T15,2000-05-01,0
T15,2000-06-01,0
T15,2000-07-01,0
T15,2000-08-01,0
T15,2000-09-01,0
T15,2000-10-01,0
T15,2000-11-01,0
T15,2000-12-01,0
T15,2001-01-01,0
T15,2001-02-01,0
T15,2001-03-01,0
T15,2001-04-01,0
T15,2001-05-01,0
T15,2001-06-01,0
T15,2001-07-01,0
T15,2001-08-01,0
T15,2001-09-01,0
T15,2001-10-01,0
T15,2001-11-01,0
T15,2001-12-01,0
T15,2002-01-01,0
T15,2002-02-01,0
T15,2002-03-01,0
T16,1998-01-01,0
T16,1998-02-01,0
T16,1998-03-01,0
T16,1998-04-01,0
T16,1998-05-01,0
T16,1998-06-01,0
T16,1998-07-01,0
T16,1998-08-01,1
T16,1998-09-01,1
T16,1998-10-01,0
T16,1998-11-01,0
T16,1998-12-01,0
T16,1999-01-01,0
T16,1999-02-01,0
T16,1999-03-01,0
T16,1999-04-01,0
T16,1999-05-01,0
T16,1999-06-01,0
T16,1999-07-01,0
T16,1999-08-01,0
T16,1999-09-01,0
T16,1999-10-01,0
T16,1999-11-01,0
T16,1999-12-01,0
T16,2000-01-01,0
T16,2000-02-01,0
T16,2000-03-01,0
T16,2000-04-01,0
T16,2000-05-01,0
T16,2000-06-01,0
T16,2000-07-01,0
T16,2000-08-01,0
T16,2000-09-01,0
T16,2000-10-01,0
T16,2000-11-01,0
T16,2000-12-01,0
T16,2001-01-01,0
T16,2001-02-01,0
T16,2001-03-01,0
T16,2001-04-01,1
T16,2001-05-01,0
T16,2001-06-01,0
T16,2001-07-01,0
T16,2001-08-01,0
T16,2001-09-01,0
T16,2001-10-01,0
T16,2001-11-01,0
T16,2001-12-01,0
T16,2002-01-01,0
T16,2002-02-01,0
T16,2002-03-01,0
T17,1998-01-01,0
T17,1998-02-01,0
T17,1998-03-01,0
T17,1998-04-01,0
T17,1998-05-01,0
T17,1998-06-01,0
T17,1998-07-01,0
T17,1998-08-01,0
T17,1998-09-01,0
T17,1998-10-01,0
T17,1998-11-01,0
T17,1998-12-01,0
T17,1999-01-01,0
T17,1999-02-01,0
T17,1999-03-01,0
T17,1999-04-01,0
T17,1999-05-01,0
T17,1999-06-01,0
T17,1999-07-01,0
T17,1999-08-01,0
T17,1999-09-01,0
T17,1999-10-01,0
T17,1999-11-01,0
T17,1999-12-01,0
T17,2000-01-01,0
T17,2000-02-01,0
T17,2000-03-01,1
T17,2000-04-01,0
T17,2000-05-01,0
T17,2000-06-01,0
T17,2000-07-01,0
T17,2000-08-01,0
T17,2000-09-01,0
T17,2000-10-01,0
T17,2000-11-01,0
T17,2000-12-01,0
T17,2001-01-01,0
T17,2001-02-01,0
T17,2001-03-01,0
T17,2001-04-01,0
T17,2001-05-01,1
T17,2001-06-01,0
T17,2001-07-01,1
T17,2001-08-01,0
T17,2001-09-01,0
T17,2001-10-01,0
T17,2001-11-01,0
T17,2001-12-01,0
T17,2002-01-01,0
T17,2002-02-01,0
T17,2002-03-01,0
T18,1998-01-01,0
T18,1998-02-01,0
T18,1998-03-01,0
T18,1998-04-01,0
T18,1998-05-01,0
T18,1998-06-01,0
T18,1998-07-01,0
T18,1998-08-01,0
T18,1998-09-01,0
T18,1998-10-01,0
T18,1998-11-01,0
T18,1998-12-01,0
T18,1999-01-01,0
T18,1999-02-01,0
T18,1999-03-01,0
T18,1999-04-01,0
T18,1999-05-01,0
T18,1999-06-01,0
T18,1999-07-01,0
T18,1999-08-01,0
T18,1999-09-01,0
T18,1999-10-01,0
T18,1999-11-01,0
T18,1999-12-01,0
T18,2000-01-01,0
T18,2000-02-01,0
T18,2000-03-01,0
T18,2000-04-01,0
T18,2000-05-01,0
T18,2000-06-01,0
T18,2000-07-01,0
T18,2000-08-01,0
T18,2000-09-01,1
T18,2000-10-01,0
T18,2000-11-01,0
T18,2000-12-01,0
T18,2001-01-01,0
T18,2001-02-01,0
T18,2001-03-01,1
T18,2001-04-01,0
T18,2001-05-01,0
T18,2001-06-01,1
T18,2001-07-01,0
T18,2001-08-01,0
T18,2001-09-01,0
T18,2001-10-01,0
T18,2001-11-01,0
T18,2001-12-01,0
T18,2002-01-01,0
T18,2002-02-01,0
T18,2002-03-01,0
T19,1998-01-01,0
T19,1998-02-01,0
T19,1998-03-01,0
T19,1998-04-01,0
T19,1998-05-01,0
T19,1998-06-01,0
T19,1998-07-01,0
T19,1998-08-01,0
T19,1998-09-01,0
T19,1998-10-01,0
T19,1998-11-01,0
T19,1998-12-01,2
T19,1999-01-01,0
T19,1999-02-01,1
T19,1999-03-01,0
T19,1999-04-01,0
T19,1999-05-01,0
T19,1999-06-01,0
T19,1999-07-01,0
T19,1999-08-01,0
T19,1999-09-01,0
T19,1999-10-01,0
T19,1999-11-01,0
T19,1999-12-01,0
T19,2000-01-01,0
T19,2000-02-01,0
T19,2000-03-01,0
T19,2000-04-01,0
T19,2000-05-01,0
T19,2000-06-01,0
T19,2000-07-01,0
T19,2000-08-01,0
T19,2000-09-01,0
T19,2000-10-01,0
T19,2000-11-01,0
T19,2000-12-01,0
T19,2001-01-01,0
T19,2001-02-01,0
T19,2001-03-01,0
T19,2001-04-01,0
T19,2001-05-01,0
T19,2001-06-01,0
T19,2001-07-01,0
T19,2001-08-01,0
T19,2001-09-01,0
T19,2001-10-01,0
T19,2001-11-01,0
T19,2001-12-01,0
T19,2002-01-01,0
T19,2002-02-01,0
T19,2002-03-01,0
T20,1998-01-01,0
T20,1998-02-01,0
T20,1998-03-01,0
T20,1998-04-01,0
T20,1998-05-01,0
T20,1998-06-01,0
T20,1998-07-01,0
T20,1998-08-01,0
T20,1998-09-01,0
T20,1998-10-01,0
T20,1998-11-01,0
T20,1998-12-01,0
T20,1999-01-01,0
T20,1999-02-01,0
T20,1999-03-01,0
T20,1999-04-01,0
T20,1999-05-01,0
T20,1999-06-01,1
T20,1999-07-01,0
T20,1999-08-01,0
T20,1999-09-01,0
T20,1999-10-01,0
T20,1999-11-01,1
T20,1999-12-01,0
T20,2000-01-01,0
T20,2000-02-01,0
T20,2000-03-01,0
T20,2000-04-01,0
T20,2000-05-01,0
T20,2000-06-01,0
T20,2000-07-01,0
T20,2000-08-01,0
T20,2000-09-01,0
T20,2000-10-01,0
T20,2000-11-01,0
T20,2000-12-01,0
T20,2001-01-01,0
T20,2001-02-01,0
T20,2001-03-01,0
T20,2001-04-01,0
T20,2001-05-01,0
T20,2001-06-01,0
T20,2001-07-01,1
T20,2001-08-01,0
T20,2001-09-01,0
T20,2001-10-01,0
T20,2001-11-01,0
T20,2001-12-01,0
T20,2002-01-01,0
T20,2002-02-01,0
T20,2002-03-01,0
T21,1998-01-01,0
T21,1998-02-01,0
T21,1998-03-01,0
T21,1998-04-01,0
T21,1998-05-01,0
T21,1998-06-01,0
T21,1998-07-01,0
T21,1998-08-01,0
T21,1998-09-01,0
T21,1998-10-01,0
T21,1998-11-01,0
T21,1998-12-01,0
T21,1999-01-01,0
T21,1999-02-01,0
T21,1999-03-01,0
T21,1999-04-01,0
T21,1999-05-01,0
T21,1999-06-01,0
T21,1999-07-01,0
T21,1999-08-01,0
T21,1999-09-01,0
T21,1999-10-01,0
T21,1999-11-01,0
T21,1999-12-01,0
T21,2000-01-01,0
T21,2000-02-01,0
T21,2000-03-01,2
T21,2000-04-01,0
T21,2000-05-01,0
T21,2000-06-01,0
T21,2000-07-01,0
T21,2000-08-01,0
T21,2000-09-01,0
T21,2000-10-01,0
T21,2000-11-01,0
T21,2000-12-01,0
T21,2001-01-01,0
T21,2001-02-01,0
T21,2001-03-01,0
T21,2001-04-01,0
T21,2001-05-01,0
T21,2001-06-01,0
T21,2001-07-01,0
T21,2001-08-01,0
T21,2001-09-01,0
T21,2001-10-01,0
T21,2001-11-01,0
T21,2001-12-01,1
T21,2002-01-01,0
T21,2002-02-01,0
T21,2002-03-01,0
T22,1998-01-01,0
T22,1998-02-01,0
T22,1998-03-01,0
T22,1998-04-01,0
T22,1998-05-01,0
T22,1998-06-01,0
T22,1998-07-01,0
T22,1998-08-01,0
T22,1998-09-01,0
T22,1998-10-01,0
T22,1998-11-01,0
T22,1998-12-01,0
T22,1999-01-01,0
T22,1999-02-01,1
T22,1999-03-01,1
T22,1999-04-01,0
T22,1999-05-01,0
T22,1999-06-01,0
T22,1999-07-01,0
T22,1999-08-01,0
T22,1999-09-01,0
T22,1999-10-01,0
T22,1999-11-01,0
T22,1999-12-01,0
T22,2000-01-01,0
T22,2000-02-01,0
T22,2000-03-01,0
T22,2000-04-01,0
T22,2000-05-01,0
T22,2000-06-01,0
T22,2000-07-01,0
T22,2000-08-01,0
T22,2000-09-01,0
T22,2000-10-01,0
T22,2000-11-01,0
T22,2000-12-01,0
T22,2001-01-01,0
T22,2001-02-01,0
T22,2001-03-01,0
T22,2001-04-01,1
T22,2001-05-01,0
T22,2001-06-01,0
T22,2001-07-01,0
T22,2001-08-01,0
T22,2001-09-01,0
T22,2001-10-01,0
T22,2001-11-01,0
T22,2001-12-01,0
T22,2002-01-01,0
T22,2002-02-01,0
T22,2002-03-01,0
T23,1998-01-01,0
T23,1998-02-01,0
T23,1998-03-01,0
T23,1998-04-01,0
T23,1998-05-01,0
T23,1998-06-01,0
T23,1998-07-01,0
T23,1998-08-01,0
T23,1998-09-01,0
T23,1998-10-01,0
T23,1998-11-01,0
T23,1998-12-01,0
T23,1999-01-01,0
T23,1999-02-01,0
T23,1999-03-01,0
T23,1999-04-01,0
T23,1999-05-01,0
T23,1999-06-01,0
T23,1999-07-01,0
T23,1999-08-01,0
T23,1999-09-01,0
T23,1999-10-01,0
T23,1999-11-01,0
T23,1999-12-01,0
T23,2000-01-01,0
T23,2000-02-01,1
T23,2000-03-01,0
T23,2000-04-01,0
T23,2000-05-01,0
T23,2000-06-01,0
T23,2000-07-01,0
T23,2000-08-01,0
T23,2000-09-01,0
T23,2000-10-01,0
T23,2000-11-01,0
T23,2000-12-01,0
T23,2001-01-01,0
T23,2001-02-01,1
T23,2001-03-01,1
T23,2001-04-01,0
T23,2001-05-01,0
T23,2001-06-01,0
T23,2001-07-01,0
